telemetry_sequence,stm32_tick_ms,vision_frame_id,ball_x_px,error_px,velocity_px_s,p_term_us,i_term_us,d_term_us,control_offset_us,servo_target_us,servo_current_us,guard_state,measurement_status,control_flags,motion_state,motion_flags,motion_link_valid,acc_track_mg,yaw_rate_dps,vibration_level_mg,line_error,left_speed,right_speed,turn_command,motion_sequence,motion_age_ms,lost_grace,lost_age_ms,lost_recovery,pid_sum_raw_us,pid_sum_directed_us,acc_filtered_mg,af_raw_us,af_clamped_us,af_slewed_us,yaw_raw_dps,speed_average,speed_scale_x1000,yf_raw_us,yf_clamped_us,yf_slewed_us,hold_pwm_effective_us,feedforward_total_us,servo_prelimit_us,servo_flags,motion_bias_active_us,turn_scale,yaw_handover,turn_preview_raw_us,turn_preview_slewed_us
446,8942,330,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,9,-1.4000000000000001,1,2,0,0,0,292,1,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
447,8962,331,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,9,-1.2000000000000002,1,2,0,0,0,293,1,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
448,8982,333,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,10,-1.2000000000000002,1,2,0,0,0,294,1,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
449,9002,335,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,10,-1.2000000000000002,1,2,0,0,0,294,21,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
450,9022,337,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,9,-1.2000000000000002,1,2,0,0,0,295,10,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
451,9042,338,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,10,-1.3,1,2,0,0,0,296,10,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
452,9062,340,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,9,-1.4000000000000001,1,2,0,0,0,297,10,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
453,9082,342,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,9,-1.4000000000000001,0,2,0,0,0,298,10,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
454,9102,343,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,9,-1.4000000000000001,0,2,0,0,0,299,10,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
455,9122,345,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,9,-1.4000000000000001,0,2,0,0,0,299,30,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
456,9142,347,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,10,-1.4000000000000001,0,2,0,0,0,300,20,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
457,9162,349,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,10,-1.3,0,2,0,0,0,301,20,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
458,9182,350,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,10,-1.3,0,2,0,0,0,302,20,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
459,9202,352,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,11,-1.3,1,2,0,0,0,304,1,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
460,9222,354,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,11,-1.3,1,2,0,0,0,304,21,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
461,9242,356,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,10,-1.3,1,2,0,0,0,305,11,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
462,9262,357,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,10,-1.3,1,2,0,0,0,306,10,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
463,9282,359,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,10,-1.2000000000000002,1,2,0,0,0,307,10,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
464,9302,361,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,9,-1.3,1,2,0,0,0,308,10,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
465,9322,363,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,11,-1.3,1,2,0,0,0,309,10,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
466,9342,364,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,11,-1.3,1,2,0,0,0,309,30,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
467,9362,366,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,10,-1.3,1,2,0,0,0,311,1,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
468,9382,368,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,10,-1.3,1,2,0,0,0,311,21,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
469,9402,370,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,11,-1.3,1,2,0,0,0,312,20,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
470,9422,371,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,9,-1.3,2,2,0,0,0,313,20,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
471,9442,373,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,8,-1.3,1,2,0,0,0,314,20,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
472,9462,375,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,9,-1.3,1,2,0,0,0,315,11,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
473,9482,377,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,8,-1.3,1,2,0,0,0,316,11,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
474,9502,378,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,9,-1.3,1,2,0,0,0,317,11,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
475,9522,380,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,8,-1.3,1,2,0,0,0,318,10,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
476,9542,382,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,0,-1.3,2,2,0,0,0,319,10,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
477,9562,384,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,0,-1.3,2,2,0,0,0,319,30,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
478,9582,385,503,3,1,0,-5,-1,6,1311,1310,5,0,221,0,1,1,13,-1.1,5,2,0,0,0,321,1,0,0,0,-6,6,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1311,2,0,0.0,0.0,0,0
479,9602,387,502,4,2,0,-5,-2,6,1311,1311,5,0,221,0,1,1,9,-1.2000000000000002,6,2,0,0,0,322,2,0,0,0,-6,6,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1311,0,0,0.0,0.0,0,0
480,9622,389,502,4,1,0,-5,-1,6,1311,1311,5,0,221,0,1,1,11,-1.2000000000000002,6,2,0,0,0,323,1,0,0,0,-6,6,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1311,0,0,0.0,0.0,0,0
481,9642,391,502,4,1,0,-5,-1,5,1310,1311,5,0,221,0,1,1,12,-1.1,5,2,0,-1,0,324,1,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,2,0,0.0,0.0,0,0
482,9662,392,502,4,0,0,-5,0,5,1310,1310,5,0,221,0,1,1,12,-1.1,5,2,0,-1,0,324,21,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
483,9682,394,502,4,-1,0,-5,1,3,1308,1310,5,0,221,0,1,1,10,-1.2000000000000002,4,2,0,0,0,325,11,0,0,0,-3,3,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1308,2,0,0.0,0.0,0,0
484,9702,396,502,4,-1,0,-5,1,4,1309,1308,5,0,221,0,1,1,14,-1.2000000000000002,4,2,0,0,0,326,11,0,0,0,-4,4,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1309,2,0,0.0,0.0,0,0
485,9722,398,502,4,-1,0,-5,1,4,1309,1309,5,0,221,0,1,1,14,-1.3,3,2,0,0,0,327,11,0,0,0,-4,4,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1309,0,0,0.0,0.0,0,0
486,9742,399,502,4,-1,0,-5,1,4,1309,1309,5,0,221,0,1,1,8,-1.4000000000000001,4,2,0,0,0,328,11,0,0,0,-4,4,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1309,0,0,0.0,0.0,0,0
487,9762,401,502,4,-1,0,-5,1,4,1309,1309,5,0,221,0,1,1,0,-1.3,4,2,0,0,0,329,10,0,0,0,-4,4,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1309,0,0,0.0,0.0,0,0
488,9782,403,505,1,4,0,-5,-4,9,1314,1309,5,0,221,0,1,1,0,-1.3,4,2,0,0,0,329,30,0,0,0,-9,9,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1314,2,0,0.0,0.0,0,0
489,9802,405,503,3,7,0,-5,-7,12,1317,1314,5,0,221,0,1,1,0,-0.9,4,2,0,0,0,331,1,0,0,0,-12,12,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1317,2,0,0.0,0.0,0,0
490,9822,406,503,3,9,0,-5,-9,13,1318,1317,5,0,221,0,1,1,10,-0.9,5,2,0,0,0,332,1,0,0,0,-13,13,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1318,2,0,0.0,0.0,0,0
491,9842,408,503,3,9,0,-5,-9,14,1319,1318,5,0,221,0,1,1,12,-1.1,4,2,0,0,0,333,1,0,0,0,-14,14,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1319,2,0,0.0,0.0,0,0
492,9862,410,502,4,6,0,-5,-6,10,1315,1319,5,0,221,0,1,1,12,-1.1,4,2,0,0,0,333,21,0,0,0,-10,10,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1315,2,0,0.0,0.0,0,0
493,9882,411,502,4,2,0,-5,-2,7,1312,1315,5,0,221,0,1,1,9,-1.3,3,2,0,0,0,334,20,0,0,0,-7,7,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1312,2,0,0.0,0.0,0,0
494,9902,413,502,4,-3,0,-5,3,2,1307,1312,5,0,221,0,1,1,10,-1.4000000000000001,3,2,0,0,0,335,10,0,0,0,-2,2,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1307,2,0,0.0,0.0,0,0
495,9922,415,502,4,-4,0,-5,4,0,1305,1307,5,0,221,0,1,1,9,-1.4000000000000001,3,2,0,0,0,336,10,0,0,0,0,0,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1305,2,0,0.0,0.0,0,0
496,9942,417,502,4,-5,0,-5,5,0,1305,1305,5,0,221,0,1,1,13,-1.0,3,2,0,0,0,337,10,0,0,0,0,0,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
497,9962,418,502,4,-5,0,-5,5,0,1305,1305,5,0,221,0,1,1,12,-1.1,3,2,0,0,0,338,10,0,0,0,0,0,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1305,0,0,0.0,0.0,0,0
498,9982,419,502,4,-4,0,-5,4,1,1306,1305,5,0,221,0,1,1,9,-1.4000000000000001,3,2,0,0,0,339,10,0,0,0,-1,1,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1306,2,0,0.0,0.0,0,0
499,10002,422,502,4,-3,0,-5,3,2,1307,1306,5,0,221,0,1,1,9,-1.4000000000000001,3,2,0,0,0,339,30,0,0,0,-2,2,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1307,2,0,0.0,0.0,0,0
500,10022,424,503,3,-1,0,-5,1,4,1309,1307,5,0,221,0,1,1,8,-1.4000000000000001,3,2,0,0,0,340,20,0,0,0,-4,4,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1309,2,0,0.0,0.0,0,0
501,10042,426,503,3,1,0,-5,-1,6,1311,1309,5,0,221,0,1,1,11,-1.2000000000000002,2,2,0,0,0,342,1,0,0,0,-6,6,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1311,2,0,0.0,0.0,0,0
502,10062,427,504,2,4,0,-5,-4,9,1314,1311,5,0,221,0,1,1,11,-1.1,2,2,0,0,0,343,1,0,0,0,-9,9,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1314,2,0,0.0,0.0,0,0
503,10082,429,502,4,5,0,-5,-5,10,1315,1314,5,0,221,0,1,1,11,-0.9,1,2,0,0,0,344,1,0,0,0,-10,10,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1315,2,0,0.0,0.0,0,0
504,10102,431,502,4,3,0,-5,-3,8,1313,1315,5,0,221,0,1,1,11,-0.9,1,2,0,0,0,344,21,0,0,0,-8,8,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1313,2,0,0.0,0.0,0,0
505,10122,432,502,4,2,0,-5,-2,6,1311,1313,5,0,221,0,1,1,10,-1.1,1,2,0,0,0,345,10,0,0,0,-6,6,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1311,2,0,0.0,0.0,0,0
506,10142,434,502,4,-2,0,-5,2,3,1308,1311,5,0,221,0,1,1,12,-1.3,2,2,0,0,0,346,10,0,0,0,-3,3,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1308,2,0,0.0,0.0,0,0
507,10162,436,502,4,-4,0,-5,4,1,1306,1308,5,0,221,0,1,1,11,-1.3,1,2,0,0,0,347,10,0,0,0,-1,1,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1306,2,0,0.0,0.0,0,0
508,10182,438,502,4,-3,0,-5,3,1,1306,1306,5,0,221,0,1,1,8,-1.3,2,2,0,0,0,348,10,0,0,0,-1,1,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1306,0,0,0.0,0.0,0,0
509,10202,439,502,4,-3,0,-5,3,2,1307,1306,5,0,221,0,1,1,0,-1.7000000000000002,3,2,0,0,0,349,10,0,0,0,-2,2,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1307,2,0,0.0,0.0,0,0
510,10222,441,502,4,-2,0,-5,2,3,1308,1307,5,0,221,0,1,1,12,-1.4000000000000001,4,2,0,0,0,350,1,0,0,0,-3,3,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1308,2,0,0.0,0.0,0,0
511,10242,443,503,3,0,0,-5,0,5,1310,1308,5,0,221,0,1,1,12,-1.4000000000000001,4,2,0,0,0,350,21,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,2,0,0.0,0.0,0,0
512,10262,445,503,3,2,0,-5,-2,7,1312,1310,5,0,221,0,1,1,11,-1.6,4,2,0,0,0,351,20,0,0,0,-7,7,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1312,2,0,0.0,0.0,0,0
513,10282,446,504,2,5,0,-5,-5,10,1315,1312,5,0,221,0,1,1,0,-1.2000000000000002,5,2,0,0,0,353,1,0,0,0,-10,10,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1315,2,0,0.0,0.0,0,0
514,10302,448,502,4,6,0,-5,-6,10,1315,1315,5,0,221,0,1,1,9,-1.4000000000000001,6,2,0,0,0,354,1,0,0,0,-10,10,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1315,0,0,0.0,0.0,0,0
515,10322,450,503,3,5,0,-5,-5,10,1315,1315,5,0,221,0,1,1,9,-1.4000000000000001,6,2,0,0,0,354,21,0,0,0,-10,10,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1315,0,0,0.0,0.0,0,0
516,10342,452,502,4,2,0,-5,-2,7,1312,1315,5,0,221,0,1,1,0,-1.5,5,2,0,0,0,355,11,0,0,0,-7,7,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1312,2,0,0.0,0.0,0,0
517,10362,453,502,4,-1,0,-5,1,4,1309,1312,5,0,221,0,1,1,9,-1.2000000000000002,6,2,0,0,0,356,11,0,0,0,-4,4,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1309,2,0,0.0,0.0,0,0
518,10382,455,502,4,-4,0,-5,4,1,1306,1309,5,0,221,0,1,1,10,-0.9,5,2,0,0,0,357,10,0,0,0,-1,1,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1306,2,0,0.0,0.0,0,0
519,10402,457,502,4,-4,0,-5,4,1,1306,1306,5,0,221,0,1,1,8,-1.3,4,2,0,0,0,358,10,0,0,0,-1,1,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1306,0,0,0.0,0.0,0,0
520,10422,458,502,4,-4,0,-5,4,1,1306,1306,5,0,221,0,1,1,16,-1.4000000000000001,5,2,0,0,0,359,10,0,0,0,-1,1,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1306,0,0,0.0,0.0,0,0
521,10442,460,502,4,-4,0,-5,4,1,1306,1306,5,0,221,0,1,1,16,-1.4000000000000001,5,2,0,0,0,359,30,0,0,0,-1,1,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1306,0,0,0.0,0.0,0,0
522,10462,462,502,4,-3,0,-5,3,2,1307,1306,5,0,221,0,1,1,12,-1.5,5,2,0,0,0,361,1,0,0,0,-2,2,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1307,2,0,0.0,0.0,0,0
523,10482,464,502,4,-3,0,-5,3,2,1307,1307,5,0,221,0,1,1,12,-1.5,5,2,0,0,0,361,21,0,0,0,-2,2,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1307,0,0,0.0,0.0,0,0
524,10502,466,503,3,-1,0,-5,1,4,1309,1307,5,0,221,0,1,1,12,-1.3,4,2,0,0,0,362,20,0,0,0,-4,4,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1309,2,0,0.0,0.0,0,0
525,10522,467,502,4,0,0,-5,0,5,1310,1309,5,0,221,0,1,1,12,-1.3,4,2,0,0,0,363,20,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,2,0,0.0,0.0,0,0
526,10542,469,503,3,2,0,-5,-2,7,1312,1310,5,0,221,0,1,1,12,-1.3,2,2,0,0,0,364,20,0,0,0,-7,7,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1312,2,0,0.0,0.0,0,0
527,10562,471,502,4,2,0,-5,-2,7,1312,1312,5,0,221,0,1,1,9,-0.9,1,2,0,0,0,365,11,0,0,0,-7,7,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1312,0,0,0.0,0.0,0,0
528,10582,473,503,3,3,0,-5,-3,7,1312,1312,5,0,221,0,1,1,11,-1.0,1,2,0,0,0,366,11,0,0,0,-7,7,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1312,0,0,0.0,0.0,0,0
529,10602,474,504,2,4,0,-5,-4,9,1314,1312,5,0,221,0,1,1,12,-1.2000000000000002,1,2,0,0,0,367,10,0,0,0,-9,9,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1314,2,0,0.0,0.0,0,0
530,10622,476,502,4,4,0,-5,-4,9,1314,1314,5,0,221,0,1,1,10,-1.2000000000000002,2,2,0,0,0,368,10,0,0,0,-9,9,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1314,0,0,0.0,0.0,0,0
531,10642,478,502,4,2,0,-5,-2,7,1312,1314,5,0,221,0,1,1,12,-1.2000000000000002,3,2,0,0,0,369,10,0,0,0,-7,7,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1312,2,0,0.0,0.0,0,0
532,10662,479,502,4,0,0,-5,0,5,1310,1312,5,0,221,0,1,1,12,-1.2000000000000002,3,2,0,0,0,369,30,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,2,0,0.0,0.0,0,0
533,10682,481,502,4,-2,0,-5,2,3,1308,1310,5,0,221,0,1,1,8,-1.1,2,2,0,0,0,371,1,0,0,0,-3,3,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1308,2,0,0.0,0.0,0,0
534,10702,483,502,4,-4,0,-5,4,1,1306,1308,5,0,221,0,1,1,8,-1.2000000000000002,2,2,0,0,0,372,1,0,0,0,-1,1,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1306,2,0,0.0,0.0,0,0
535,10722,485,502,4,-3,0,-5,3,1,1306,1306,5,0,221,0,1,1,9,-1.3,2,2,0,0,0,373,1,0,0,0,-1,1,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1306,0,0,0.0,0.0,0,0
536,10742,486,502,4,-3,0,-5,3,2,1307,1306,5,0,221,0,1,1,10,-1.4000000000000001,2,2,0,0,0,374,1,0,0,0,-2,2,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1307,2,0,0.0,0.0,0,0
537,10762,488,502,4,-2,0,-5,2,3,1308,1307,5,0,221,0,1,1,10,-1.4000000000000001,2,2,0,0,0,374,21,0,0,0,-3,3,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1308,2,0,0.0,0.0,0,0
538,10782,490,503,3,0,0,-5,0,5,1310,1308,5,0,221,0,1,1,0,-1.3,2,2,0,0,0,375,11,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,2,0,0.0,0.0,0,0
539,10802,492,502,4,1,0,-5,-1,5,1310,1310,5,0,221,0,1,1,0,-1.2000000000000002,2,2,0,0,0,376,11,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,0,0,0.0,0.0,0,0
540,10822,493,502,4,1,0,-5,-1,6,1311,1310,5,0,221,0,1,1,9,-1.1,2,2,0,0,0,377,11,0,0,0,-6,6,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1311,2,0,0.0,0.0,0,0
541,10842,495,502,4,0,0,-5,0,5,1310,1311,5,0,221,0,1,1,11,-1.2000000000000002,2,2,0,0,0,378,11,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,2,0,0.0,0.0,0,0
542,10862,497,502,4,0,0,-5,0,4,1309,1310,5,0,221,0,1,1,11,-1.4000000000000001,2,2,0,0,0,379,10,0,0,0,-4,4,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1309,2,0,0.0,0.0,0,0
543,10882,499,502,4,-2,0,-5,2,3,1308,1309,5,0,221,0,1,1,11,-1.4000000000000001,2,2,0,0,0,379,30,0,0,0,-3,3,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1308,2,0,0.0,0.0,0,0
544,10902,500,502,4,-2,0,-5,2,2,1307,1308,5,0,221,0,1,1,10,-1.5,1,2,0,0,0,381,1,0,0,0,-2,2,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1307,2,0,0.0,0.0,0,0
545,10922,502,502,4,-2,0,-5,2,3,1308,1307,5,0,221,0,1,1,9,-1.4000000000000001,1,2,0,0,0,382,1,0,0,0,-3,3,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1308,2,0,0.0,0.0,0,0
546,10942,504,502,4,-2,0,-5,2,3,1308,1308,5,0,221,0,1,1,10,-1.3,1,2,0,0,0,383,1,0,0,0,-3,3,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1308,0,0,0.0,0.0,0,0
547,10962,506,502,4,-1,0,-5,1,4,1309,1308,5,0,221,0,1,1,10,-1.3,1,2,0,0,0,383,21,0,0,0,-4,4,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1309,2,0,0.0,0.0,0,0
548,10982,507,502,4,-1,0,-5,1,4,1309,1309,5,0,221,0,1,1,11,-1.2000000000000002,1,2,0,0,0,384,20,0,0,0,-4,4,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1309,0,0,0.0,0.0,0,0
549,11002,509,502,4,-1,0,-5,1,4,1309,1309,5,0,221,0,1,1,10,-1.2000000000000002,1,2,0,0,0,385,10,0,0,0,-4,4,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1309,0,0,0.0,0.0,0,0
550,11022,511,503,3,1,0,-5,-1,6,1311,1309,5,0,221,0,1,1,10,-1.3,1,2,0,0,0,386,10,0,0,0,-6,6,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1311,2,0,0.0,0.0,0,0
551,11042,513,503,3,3,0,-5,-3,8,1313,1311,5,0,221,0,1,1,9,-1.3,1,2,0,0,0,387,10,0,0,0,-8,8,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1313,2,0,0.0,0.0,0,0
552,11062,514,503,3,5,0,-5,-5,9,1314,1313,5,0,221,0,1,1,8,-1.3,1,2,0,0,0,388,10,0,0,0,-9,9,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1314,2,0,0.0,0.0,0,0
553,11082,516,502,4,5,0,-5,-5,9,1314,1314,5,0,221,0,1,1,10,-1.1,1,2,0,0,0,389,11,0,0,0,-9,9,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1314,0,0,0.0,0.0,0,0
554,11102,518,502,4,3,0,-5,-3,8,1313,1314,5,0,221,0,1,1,10,-1.1,1,2,0,0,0,389,31,0,0,0,-8,8,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1313,2,0,0.0,0.0,0,0
555,11122,520,502,4,0,0,-5,0,5,1310,1313,5,0,221,0,1,1,10,-1.2000000000000002,1,2,0,0,0,390,20,0,0,0,-5,5,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1310,2,0,0.0,0.0,0,0
556,11142,521,502,4,-2,0,-5,2,2,1307,1310,5,0,221,0,1,1,0,-1.2000000000000002,2,2,0,0,0,392,1,0,0,0,-2,2,-12,0,0,0,0.0,0,0,0,0,0,1305,0,1307,2,0,0.0,0.0,0,0
